source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence	source_cond	target_cond
Treg~cold2	Neutrophils~cold2	Cd40lg	ITGAM_ITGB2	0.00518223290082038	0	CD40LG_ITGAM_ITGB2	Cd40lg  - (Itgam+Itgb2)	CD40	Secreted Signaling	PMID: 28676852	cold2	cold2
Treg~cold7	Neutrophils~cold7	Cd40lg	ITGAM_ITGB2	0.0111993649832804	0	CD40LG_ITGAM_ITGB2	Cd40lg  - (Itgam+Itgb2)	CD40	Secreted Signaling	PMID: 28676852	cold7	cold7
Treg~RT	Neutrophils~RT	Cd40lg	ITGAM_ITGB2	0.0026549503984971	0	CD40LG_ITGAM_ITGB2	Cd40lg  - (Itgam+Itgb2)	CD40	Secreted Signaling	PMID: 28676852	RT	RT
Treg~TN	Neutrophils~TN	Cd40lg	ITGAM_ITGB2	0.00604677040882192	0	CD40LG_ITGAM_ITGB2	Cd40lg  - (Itgam+Itgb2)	CD40	Secreted Signaling	PMID: 28676852	TN	TN
Treg~cold2	NK~cold2	Cd40lg	ITGAM_ITGB2	0.00635408569379373	0	CD40LG_ITGAM_ITGB2	Cd40lg  - (Itgam+Itgb2)	CD40	Secreted Signaling	PMID: 28676852	cold2	cold2
Treg~cold7	NK~cold7	Cd40lg	ITGAM_ITGB2	0.00626147859013475	0	CD40LG_ITGAM_ITGB2	Cd40lg  - (Itgam+Itgb2)	CD40	Secreted Signaling	PMID: 28676852	cold7	cold7
Adipocytes~cold2	Adipocytes~cold2	Adipoq	Adipor1	0.0262726340646134	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold2	cold2
Adipocytes~cold7	Adipocytes~cold7	Adipoq	Adipor1	0.0067346320763756	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~RT	Adipocytes~RT	Adipoq	Adipor1	0.00222857335450609	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	RT	RT
Adipocytes~cold2	Basophils~cold2	Adipoq	Adipor1	0.0235718724425406	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold2	cold2
Adipocytes~cold7	Basophils~cold7	Adipoq	Adipor1	0.0170708839888852	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~RT	Basophils~RT	Adipoq	Adipor1	0.00952092135712659	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	RT	RT
Adipocytes~cold7	CD8T~cold7	Adipoq	Adipor1	0.00788147759993721	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~cold7	Cytotoxic_T~cold7	Adipoq	Adipor1	0.0103789248990468	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~cold2	EC~cold2	Adipoq	Adipor1	0.0367392474982407	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold2	cold2
Adipocytes~cold7	EC~cold7	Adipoq	Adipor1	0.0147242717568991	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~RT	EC~RT	Adipoq	Adipor1	0.0173621659971915	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	RT	RT
Adipocytes~cold2	Erythroid-like~cold2	Adipoq	Adipor1	0.0139182214750152	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold2	cold2
Adipocytes~cold7	Erythroid-like~cold7	Adipoq	Adipor1	0.0105253822357262	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~RT	Erythroid-like~RT	Adipoq	Adipor1	0.0066200377001685	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	RT	RT
Adipocytes~cold2	Lymph_EC~cold2	Adipoq	Adipor1	0.0163362185794195	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold2	cold2
Adipocytes~cold7	Lymph_EC~cold7	Adipoq	Adipor1	0.013848603027416	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~RT	Lymph_EC~RT	Adipoq	Adipor1	0.00764685837867773	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	RT	RT
Adipocytes~cold2	Macrophages~cold2	Adipoq	Adipor1	0.014455063359113	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold2	cold2
Adipocytes~cold7	Macrophages~cold7	Adipoq	Adipor1	0.00964508237579996	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~RT	Macrophages~RT	Adipoq	Adipor1	0.00650208682839972	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	RT	RT
Adipocytes~cold2	MSC~cold2	Adipoq	Adipor1	0.0121854706755544	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold2	cold2
Adipocytes~cold7	MSC~cold7	Adipoq	Adipor1	0.0143337984578283	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~cold2	Neutrophils~cold2	Adipoq	Adipor1	0.0807212494708548	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold2	cold2
Adipocytes~cold7	Neutrophils~cold7	Adipoq	Adipor1	0.0852568095539169	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~RT	Neutrophils~RT	Adipoq	Adipor1	0.0391647358462286	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	RT	RT
Adipocytes~cold7	NK~cold7	Adipoq	Adipor1	0.0119947199307738	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~cold7	NMSC~cold7	Adipoq	Adipor1	0.0135192550356731	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~cold7	Pdgfra_APC~cold7	Adipoq	Adipor1	0.00809541674021067	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~RT	Pdgfra_APC~RT	Adipoq	Adipor1	0.00425079598383462	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	RT	RT
Adipocytes~cold7	Pericytes~cold7	Adipoq	Adipor1	0.0130968999764981	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~RT	Pericytes~RT	Adipoq	Adipor1	0.00713917805033646	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	RT	RT
Adipocytes~cold7	Treg~cold7	Adipoq	Adipor1	0.0100399787850697	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~cold2	VSM~cold2	Adipoq	Adipor1	0.0102377215604316	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold2	cold2
Adipocytes~cold7	VSM~cold7	Adipoq	Adipor1	0.00786810140971788	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~RT	VSM~RT	Adipoq	Adipor1	0.00475078448883701	0	ADIPOQ_ADIPOR1	Adipoq  - Adipor1	ADIPONECTIN	Secreted Signaling	PMID: 21284979	RT	RT
Adipocytes~cold2	Adipocytes~cold2	Adipoq	Adipor2	0.067788866566184	0	ADIPOQ_ADIPOR2	Adipoq  - Adipor2	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold2	cold2
Adipocytes~cold7	Adipocytes~cold7	Adipoq	Adipor2	0.0510628519269869	0	ADIPOQ_ADIPOR2	Adipoq  - Adipor2	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~RT	Adipocytes~RT	Adipoq	Adipor2	0.0129877333370074	0	ADIPOQ_ADIPOR2	Adipoq  - Adipor2	ADIPONECTIN	Secreted Signaling	PMID: 21284979	RT	RT
Adipocytes~cold2	Basophils~cold2	Adipoq	Adipor2	0.0160607076336753	0	ADIPOQ_ADIPOR2	Adipoq  - Adipor2	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold2	cold2
Adipocytes~cold7	Basophils~cold7	Adipoq	Adipor2	0.0146582010768915	0	ADIPOQ_ADIPOR2	Adipoq  - Adipor2	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~RT	Basophils~RT	Adipoq	Adipor2	0.00856260425522902	0	ADIPOQ_ADIPOR2	Adipoq  - Adipor2	ADIPONECTIN	Secreted Signaling	PMID: 21284979	RT	RT
Adipocytes~cold7	Cytotoxic_T~cold7	Adipoq	Adipor2	0.00426805726727439	0	ADIPOQ_ADIPOR2	Adipoq  - Adipor2	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~cold2	EC~cold2	Adipoq	Adipor2	0.0152570148106945	0	ADIPOQ_ADIPOR2	Adipoq  - Adipor2	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold2	cold2
Adipocytes~cold7	EC~cold7	Adipoq	Adipor2	0.0147461210786976	0	ADIPOQ_ADIPOR2	Adipoq  - Adipor2	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~RT	EC~RT	Adipoq	Adipor2	0.0070891586104188	0	ADIPOQ_ADIPOR2	Adipoq  - Adipor2	ADIPONECTIN	Secreted Signaling	PMID: 21284979	RT	RT
Adipocytes~cold2	Macrophages~cold2	Adipoq	Adipor2	0.00850727953667666	0	ADIPOQ_ADIPOR2	Adipoq  - Adipor2	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold2	cold2
Adipocytes~cold7	Macrophages~cold7	Adipoq	Adipor2	0.00715240416294769	0	ADIPOQ_ADIPOR2	Adipoq  - Adipor2	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~cold7	MSC~cold7	Adipoq	Adipor2	0.0141727209169482	0	ADIPOQ_ADIPOR2	Adipoq  - Adipor2	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~cold7	Treg~cold7	Adipoq	Adipor2	0.0094530415719761	0	ADIPOQ_ADIPOR2	Adipoq  - Adipor2	ADIPONECTIN	Secreted Signaling	PMID: 21284979	cold7	cold7
Adipocytes~cold2	Adipocytes~cold2	Retn	Cap1	0.00117023866368603	0	RETN_CAP1	Retn  - Cap1	RESISTIN	Secreted Signaling	PMID: 30809105	cold2	cold2
Adipocytes~cold2	Basophils~cold2	Retn	Cap1	0.00789536330375876	0	RETN_CAP1	Retn  - Cap1	RESISTIN	Secreted Signaling	PMID: 30809105	cold2	cold2
Adipocytes~cold2	Cytotoxic_T~cold2	Retn	Cap1	0.0064852095310326	0	RETN_CAP1	Retn  - Cap1	RESISTIN	Secreted Signaling	PMID: 30809105	cold2	cold2
Adipocytes~cold2	EC~cold2	Retn	Cap1	0.00382873721171782	0	RETN_CAP1	Retn  - Cap1	RESISTIN	Secreted Signaling	PMID: 30809105	cold2	cold2
Adipocytes~cold2	Macrophages~cold2	Retn	Cap1	0.00605749962763703	0	RETN_CAP1	Retn  - Cap1	RESISTIN	Secreted Signaling	PMID: 30809105	cold2	cold2
Adipocytes~cold2	MSC~cold2	Retn	Cap1	0.00805250265862701	0	RETN_CAP1	Retn  - Cap1	RESISTIN	Secreted Signaling	PMID: 30809105	cold2	cold2
Adipocytes~cold2	Neutrophils~cold2	Retn	Cap1	0.010444005312734	0	RETN_CAP1	Retn  - Cap1	RESISTIN	Secreted Signaling	PMID: 30809105	cold2	cold2
Adipocytes~cold2	NK~cold2	Retn	Cap1	0.00793000377367561	0	RETN_CAP1	Retn  - Cap1	RESISTIN	Secreted Signaling	PMID: 30809105	cold2	cold2
Adipocytes~cold2	Platelets~cold2	Retn	Cap1	0.00880496538202424	0	RETN_CAP1	Retn  - Cap1	RESISTIN	Secreted Signaling	PMID: 30809105	cold2	cold2
Adipocytes~cold2	Treg~cold2	Retn	Cap1	0.00725113354457605	0	RETN_CAP1	Retn  - Cap1	RESISTIN	Secreted Signaling	PMID: 30809105	cold2	cold2
Adipocytes~cold2	VSM~cold2	Retn	Cap1	0.0151363828121115	0	RETN_CAP1	Retn  - Cap1	RESISTIN	Secreted Signaling	PMID: 30809105	cold2	cold2
Adipocytes~cold2	Adipocytes~cold2	Nampt	Insr	0.00788384272973557	0	NAMPT_INSR	Nampt  - Insr	VISFATIN	Secreted Signaling	PMID: 28490838	cold2	cold2
EC~cold2	Adipocytes~cold2	Nampt	Insr	0.0017161783700979	0	NAMPT_INSR	Nampt  - Insr	VISFATIN	Secreted Signaling	PMID: 28490838	cold2	cold2
Macrophages~cold2	Adipocytes~cold2	Nampt	Insr	0.00152699034727902	0	NAMPT_INSR	Nampt  - Insr	VISFATIN	Secreted Signaling	PMID: 28490838	cold2	cold2
VSM~cold2	Adipocytes~cold2	Nampt	Insr	0.00195227787432204	0	NAMPT_INSR	Nampt  - Insr	VISFATIN	Secreted Signaling	PMID: 28490838	cold2	cold2
Adipocytes~cold7	Adipocytes~cold7	Nampt	Insr	0.00921609165232389	0	NAMPT_INSR	Nampt  - Insr	VISFATIN	Secreted Signaling	PMID: 28490838	cold7	cold7
EC~cold7	Adipocytes~cold7	Nampt	Insr	0.00106666139617946	0	NAMPT_INSR	Nampt  - Insr	VISFATIN	Secreted Signaling	PMID: 28490838	cold7	cold7
Macrophages~cold7	Adipocytes~cold7	Nampt	Insr	0.00204200113409739	0	NAMPT_INSR	Nampt  - Insr	VISFATIN	Secreted Signaling	PMID: 28490838	cold7	cold7
VSM~cold7	Adipocytes~cold7	Nampt	Insr	0.00220614104256141	0	NAMPT_INSR	Nampt  - Insr	VISFATIN	Secreted Signaling	PMID: 28490838	cold7	cold7
Adipocytes~RT	Adipocytes~RT	Nampt	Insr	0.000552781092722828	0	NAMPT_INSR	Nampt  - Insr	VISFATIN	Secreted Signaling	PMID: 28490838	RT	RT
EC~RT	Adipocytes~RT	Nampt	Insr	0.000616467498051905	0	NAMPT_INSR	Nampt  - Insr	VISFATIN	Secreted Signaling	PMID: 28490838	RT	RT
Lymph_EC~RT	Adipocytes~RT	Nampt	Insr	0.000481904585824467	0	NAMPT_INSR	Nampt  - Insr	VISFATIN	Secreted Signaling	PMID: 28490838	RT	RT
VSM~RT	Adipocytes~RT	Nampt	Insr	0.000619487433210264	0	NAMPT_INSR	Nampt  - Insr	VISFATIN	Secreted Signaling	PMID: 28490838	RT	RT
Adipocytes~cold2	VSM~cold2	Nampt	Insr	0.00342395711979255	0	NAMPT_INSR	Nampt  - Insr	VISFATIN	Secreted Signaling	PMID: 28490838	cold2	cold2
EC~cold2	VSM~cold2	Nampt	Insr	0.000742725191512821	0	NAMPT_INSR	Nampt  - Insr	VISFATIN	Secreted Signaling	PMID: 28490838	cold2	cold2
Macrophages~cold2	VSM~cold2	Nampt	Insr	0.00066077764182869	0	NAMPT_INSR	Nampt  - Insr	VISFATIN	Secreted Signaling	PMID: 28490838	cold2	cold2
VSM~cold2	VSM~cold2	Nampt	Insr	0.000845017353152354	0	NAMPT_INSR	Nampt  - Insr	VISFATIN	Secreted Signaling	PMID: 28490838	cold2	cold2
Adipocytes~cold7	VSM~cold7	Nampt	Insr	0.00390732919753282	0	NAMPT_INSR	Nampt  - Insr	VISFATIN	Secreted Signaling	PMID: 28490838	cold7	cold7
EC~cold7	VSM~cold7	Nampt	Insr	0.000450097881152241	0	NAMPT_INSR	Nampt  - Insr	VISFATIN	Secreted Signaling	PMID: 28490838	cold7	cold7
Macrophages~cold7	VSM~cold7	Nampt	Insr	0.000862147445018748	0	NAMPT_INSR	Nampt  - Insr	VISFATIN	Secreted Signaling	PMID: 28490838	cold7	cold7
VSM~cold7	VSM~cold7	Nampt	Insr	0.000931537011918699	0	NAMPT_INSR	Nampt  - Insr	VISFATIN	Secreted Signaling	PMID: 28490838	cold7	cold7
Adipocytes~cold2	EC~cold2	Nampt	ITGA5_ITGB1	0.014746044142671	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	cold2	cold2
EC~cold2	EC~cold2	Nampt	ITGA5_ITGB1	0.00322742666942737	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	cold2	cold2
Macrophages~cold2	EC~cold2	Nampt	ITGA5_ITGB1	0.00287212100833093	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	cold2	cold2
VSM~cold2	EC~cold2	Nampt	ITGA5_ITGB1	0.003670668400891	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	cold2	cold2
Adipocytes~cold7	EC~cold7	Nampt	ITGA5_ITGB1	0.0132731176210976	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	cold7	cold7
EC~cold7	EC~cold7	Nampt	ITGA5_ITGB1	0.00154180020865952	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	cold7	cold7
Macrophages~cold7	EC~cold7	Nampt	ITGA5_ITGB1	0.00295031683431261	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	cold7	cold7
VSM~cold7	EC~cold7	Nampt	ITGA5_ITGB1	0.00318723569152045	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	cold7	cold7
Adipocytes~RT	EC~RT	Nampt	ITGA5_ITGB1	0.0019711431545931	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	RT	RT
EC~RT	EC~RT	Nampt	ITGA5_ITGB1	0.00219788096875145	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	RT	RT
Lymph_EC~RT	EC~RT	Nampt	ITGA5_ITGB1	0.00171871978616893	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	RT	RT
VSM~RT	EC~RT	Nampt	ITGA5_ITGB1	0.0022086307708446	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	RT	RT
EC~TN	EC~TN	Nampt	ITGA5_ITGB1	0.00267096078652401	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	TN	TN
Macrophages~TN	EC~TN	Nampt	ITGA5_ITGB1	0.00235881917944571	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	TN	TN
VSM~TN	EC~TN	Nampt	ITGA5_ITGB1	0.00240793757119954	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	TN	TN
Adipocytes~cold2	Macrophages~cold2	Nampt	ITGA5_ITGB1	0.00734691955186182	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	cold2	cold2
EC~cold2	Macrophages~cold2	Nampt	ITGA5_ITGB1	0.00159862250530837	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	cold2	cold2
Macrophages~cold2	Macrophages~cold2	Nampt	ITGA5_ITGB1	0.00142237513818218	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	cold2	cold2
VSM~cold2	Macrophages~cold2	Nampt	ITGA5_ITGB1	0.00181857897879502	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	cold2	cold2
Adipocytes~cold7	Macrophages~cold7	Nampt	ITGA5_ITGB1	0.00632994770217641	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	cold7	cold7
EC~cold7	Macrophages~cold7	Nampt	ITGA5_ITGB1	0.000730739658896017	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	cold7	cold7
Macrophages~cold7	Macrophages~cold7	Nampt	ITGA5_ITGB1	0.00139934770897103	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	cold7	cold7
VSM~cold7	Macrophages~cold7	Nampt	ITGA5_ITGB1	0.00151190818266583	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	cold7	cold7
Adipocytes~RT	Macrophages~RT	Nampt	ITGA5_ITGB1	0.00209222062253651	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	RT	RT
EC~RT	Macrophages~RT	Nampt	ITGA5_ITGB1	0.00233285325221107	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	RT	RT
Lymph_EC~RT	Macrophages~RT	Nampt	ITGA5_ITGB1	0.00182432049089668	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	RT	RT
VSM~RT	Macrophages~RT	Nampt	ITGA5_ITGB1	0.00234426165070456	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	RT	RT
EC~TN	Macrophages~TN	Nampt	ITGA5_ITGB1	0.00297919696197982	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	TN	TN
Macrophages~TN	Macrophages~TN	Nampt	ITGA5_ITGB1	0.00263112839257053	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	TN	TN
VSM~TN	Macrophages~TN	Nampt	ITGA5_ITGB1	0.00268590189379473	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	TN	TN
Adipocytes~cold7	Pdgfra_APC~cold7	Nampt	ITGA5_ITGB1	0.00657256630128747	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	cold7	cold7
EC~cold7	Pdgfra_APC~cold7	Nampt	ITGA5_ITGB1	0.000758911860115668	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	cold7	cold7
Macrophages~cold7	Pdgfra_APC~cold7	Nampt	ITGA5_ITGB1	0.00145325926407995	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	cold7	cold7
VSM~cold7	Pdgfra_APC~cold7	Nampt	ITGA5_ITGB1	0.00157014944699289	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	cold7	cold7
Adipocytes~RT	Pdgfra_APC~RT	Nampt	ITGA5_ITGB1	0.00202491344866084	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	RT	RT
EC~RT	Pdgfra_APC~RT	Nampt	ITGA5_ITGB1	0.00225782239134551	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	RT	RT
Lymph_EC~RT	Pdgfra_APC~RT	Nampt	ITGA5_ITGB1	0.00176561647144315	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	RT	RT
VSM~RT	Pdgfra_APC~RT	Nampt	ITGA5_ITGB1	0.00226886469938271	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	RT	RT
Pdgfra_APC~cold2	Adipocytes~cold2	Angptl1	ITGA1_ITGB1	0.00207346917325538	0	ANGPTL1_ITGA1_ITGB1	Angptl1  - (Itga1+Itgb1)	ANGPTL	Secreted Signaling	PMID: 24478758	cold2	cold2
Pdgfra_APC~cold7	Adipocytes~cold7	Angptl1	ITGA1_ITGB1	0.000581690232909246	0	ANGPTL1_ITGA1_ITGB1	Angptl1  - (Itga1+Itgb1)	ANGPTL	Secreted Signaling	PMID: 24478758	cold7	cold7
Pdgfra_APC~cold2	EC~cold2	Angptl1	ITGA1_ITGB1	0.0151578285586262	0	ANGPTL1_ITGA1_ITGB1	Angptl1  - (Itga1+Itgb1)	ANGPTL	Secreted Signaling	PMID: 24478758	cold2	cold2
Pdgfra_APC~cold7	EC~cold7	Angptl1	ITGA1_ITGB1	0.0100686908249694	0	ANGPTL1_ITGA1_ITGB1	Angptl1  - (Itga1+Itgb1)	ANGPTL	Secreted Signaling	PMID: 24478758	cold7	cold7
Pdgfra_APC~RT	EC~RT	Angptl1	ITGA1_ITGB1	0.0189003772984673	0	ANGPTL1_ITGA1_ITGB1	Angptl1  - (Itga1+Itgb1)	ANGPTL	Secreted Signaling	PMID: 24478758	RT	RT
Pdgfra_APC~TN	EC~TN	Angptl1	ITGA1_ITGB1	0.0172894366119601	0	ANGPTL1_ITGA1_ITGB1	Angptl1  - (Itga1+Itgb1)	ANGPTL	Secreted Signaling	PMID: 24478758	TN	TN
